ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
US1TXAR0017,20210719,PRCP,0,,,N,0800
US1TXAR0017,20210720,PRCP,0,,,N,0800
US1TXAR0017,20210721,PRCP,249,,,N,0800
US1TXAR0017,20210722,PRCP,0,T,,N,0800
US1TXAR0017,20210723,PRCP,0,T,,N,0800
US1TXAR0017,20210724,PRCP,0,,,N,0800
US1TXAR0017,20210725,PRCP,0,,,N,0800
US1TXAR0017,20210726,PRCP,0,,,N,0800
US1TXAR0017,20210727,PRCP,0,,,N,0800
US1TXAR0017,20210728,PRCP,0,,,N,0800
US1TXAR0017,20210729,PRCP,0,,,N,0800
US1TXAR0017,20210730,PRCP,8,,,N,0800
US1TXAR0017,20210731,PRCP,74,,,N,0800
US1TXAR0017,20210719,SNOW,0,,,N,0800
US1TXAR0017,20210720,SNOW,0,,,N,0800
US1TXAR0017,20210721,SNOW,0,,,N,0800
US1TXAR0017,20210722,SNOW,0,,,N,0800
US1TXAR0017,20210723,SNOW,0,,,N,0800
US1TXAR0017,20210724,SNOW,0,,,N,0800
US1TXAR0017,20210725,SNOW,0,,,N,0800
US1TXAR0017,20210726,SNOW,0,,,N,0800
US1TXAR0017,20210727,SNOW,0,,,N,0800
US1TXAR0017,20210728,SNOW,0,,,N,0800
US1TXAR0017,20210729,SNOW,0,,,N,0800
US1TXAR0017,20210730,SNOW,0,,,N,0800
US1TXAR0017,20210731,SNOW,0,,,N,0800
US1TXAR0017,20210719,SNWD,0,,,N,0800
US1TXAR0017,20210720,SNWD,0,,,N,0800
US1TXAR0017,20210721,SNWD,0,,,N,0800
US1TXAR0017,20210722,SNWD,0,,,N,0800
US1TXAR0017,20210723,SNWD,0,,,N,0800
US1TXAR0017,20210724,SNWD,0,,,N,0800
US1TXAR0017,20210725,SNWD,0,,,N,0800
US1TXAR0017,20210726,SNWD,0,,,N,0800
US1TXAR0017,20210727,SNWD,0,,,N,0800
US1TXAR0017,20210728,SNWD,0,,,N,0800
US1TXAR0017,20210729,SNWD,0,,,N,0800
US1TXAR0017,20210730,SNWD,0,,,N,0800
US1TXAR0017,20210731,SNWD,0,,,N,0800
US1TXAR0017,20210719,WESD,0,,,N,0800
US1TXAR0017,20210720,WESD,0,,,N,0800
US1TXAR0017,20210721,WESD,0,,,N,0800
US1TXAR0017,20210722,WESD,0,,,N,0800
US1TXAR0017,20210723,WESD,0,,,N,0800
US1TXAR0017,20210724,WESD,0,,,N,0800
US1TXAR0017,20210725,WESD,0,,,N,0800
US1TXAR0017,20210726,WESD,0,,,N,0800
US1TXAR0017,20210727,WESD,0,,,N,0800
US1TXAR0017,20210728,WESD,0,,,N,0800
US1TXAR0017,20210729,WESD,0,,,N,0800
US1TXAR0017,20210730,WESD,0,,,N,0800
US1TXAR0017,20210731,WESD,0,,,N,0800
US1TXAR0017,20210719,WESF,0,,,N,0800
US1TXAR0017,20210720,WESF,0,,,N,0800
US1TXAR0017,20210721,WESF,0,,,N,0800
US1TXAR0017,20210722,WESF,0,,,N,0800
US1TXAR0017,20210723,WESF,0,,,N,0800
US1TXAR0017,20210724,WESF,0,,,N,0800
US1TXAR0017,20210725,WESF,0,,,N,0800
US1TXAR0017,20210726,WESF,0,,,N,0800
US1TXAR0017,20210727,WESF,0,,,N,0800
US1TXAR0017,20210728,WESF,0,,,N,0800
US1TXAR0017,20210729,WESF,0,,,N,0800
US1TXAR0017,20210730,WESF,0,,,N,0800
US1TXAR0017,20210731,WESF,0,,,N,0800
US1TXAR0017,20210801,PRCP,0,,,N,0800
US1TXAR0017,20210802,PRCP,0,,,N,0800
US1TXAR0017,20210803,PRCP,0,,,N,0800
US1TXAR0017,20210804,PRCP,234,,,N,0800
US1TXAR0017,20210805,PRCP,43,,,N,0800
US1TXAR0017,20210806,PRCP,279,,,N,0800
US1TXAR0017,20210807,PRCP,0,,,N,0800
US1TXAR0017,20210809,PRCP,0,,,N,0800
US1TXAR0017,20210810,PRCP,0,,,N,0800
US1TXAR0017,20210811,PRCP,0,,,N,0800
US1TXAR0017,20210812,PRCP,0,,,N,0800
US1TXAR0017,20210813,PRCP,0,,,N,0800
US1TXAR0017,20210814,PRCP,0,,,N,0800
US1TXAR0017,20210815,PRCP,15,,,N,0800
US1TXAR0017,20210816,PRCP,0,,,N,0800
US1TXAR0017,20210817,PRCP,168,,,N,0800
US1TXAR0017,20210818,PRCP,33,,,N,0800
US1TXAR0017,20210819,PRCP,0,T,,N,0800
US1TXAR0017,20210820,PRCP,0,,,N,0800
US1TXAR0017,20210821,PRCP,0,T,,N,0800
US1TXAR0017,20210822,PRCP,0,,,N,0800
US1TXAR0017,20210823,PRCP,0,,,N,0800
US1TXAR0017,20210824,PRCP,0,,,N,0800
US1TXAR0017,20210825,PRCP,0,,,N,0800
US1TXAR0017,20210826,PRCP,0,,,N,0800
US1TXAR0017,20210827,PRCP,89,,,N,0800
US1TXAR0017,20210828,PRCP,71,,,N,0800
US1TXAR0017,20210829,PRCP,0,,,N,0800
US1TXAR0017,20210830,PRCP,0,,,N,0800
US1TXAR0017,20210831,PRCP,0,,,N,0800
US1TXAR0017,20210801,SNOW,0,,,N,0800
US1TXAR0017,20210802,SNOW,0,,,N,0800
US1TXAR0017,20210803,SNOW,0,,,N,0800
US1TXAR0017,20210804,SNOW,0,,,N,0800
US1TXAR0017,20210805,SNOW,0,,,N,0800
US1TXAR0017,20210806,SNOW,0,,,N,0800
US1TXAR0017,20210807,SNOW,0,,,N,0800
US1TXAR0017,20210809,SNOW,0,,,N,0800
US1TXAR0017,20210810,SNOW,0,,,N,0800
US1TXAR0017,20210811,SNOW,0,,,N,0800
US1TXAR0017,20210812,SNOW,0,,,N,0800
US1TXAR0017,20210813,SNOW,0,,,N,0800
US1TXAR0017,20210814,SNOW,0,,,N,0800
US1TXAR0017,20210816,SNOW,0,,,N,0800
US1TXAR0017,20210820,SNOW,0,,,N,0800
US1TXAR0017,20210822,SNOW,0,,,N,0800
US1TXAR0017,20210823,SNOW,0,,,N,0800
US1TXAR0017,20210824,SNOW,0,,,N,0800
US1TXAR0017,20210825,SNOW,0,,,N,0800
US1TXAR0017,20210826,SNOW,0,,,N,0800
US1TXAR0017,20210829,SNOW,0,,,N,0800
US1TXAR0017,20210830,SNOW,0,,,N,0800
US1TXAR0017,20210831,SNOW,0,,,N,0800
US1TXAR0017,20210801,SNWD,0,,,N,0800
US1TXAR0017,20210802,SNWD,0,,,N,0800
US1TXAR0017,20210803,SNWD,0,,,N,0800
US1TXAR0017,20210804,SNWD,0,,,N,0800
US1TXAR0017,20210805,SNWD,0,,,N,0800
US1TXAR0017,20210806,SNWD,0,,,N,0800
US1TXAR0017,20210807,SNWD,0,,,N,0800
US1TXAR0017,20210809,SNWD,0,,,N,0800
US1TXAR0017,20210810,SNWD,0,,,N,0800
US1TXAR0017,20210811,SNWD,0,,,N,0800
US1TXAR0017,20210812,SNWD,0,,,N,0800
US1TXAR0017,20210813,SNWD,0,,,N,0800
US1TXAR0017,20210801,WESD,0,,,N,0800
US1TXAR0017,20210802,WESD,0,,,N,0800
US1TXAR0017,20210803,WESD,0,,,N,0800
US1TXAR0017,20210804,WESD,0,,,N,0800
US1TXAR0017,20210805,WESD,0,,,N,0800
US1TXAR0017,20210806,WESD,0,,,N,0800
US1TXAR0017,20210807,WESD,0,,,N,0800
US1TXAR0017,20210809,WESD,0,,,N,0800
US1TXAR0017,20210810,WESD,0,,,N,0800
US1TXAR0017,20210811,WESD,0,,,N,0800
US1TXAR0017,20210812,WESD,0,,,N,0800
US1TXAR0017,20210813,WESD,0,,,N,0800
US1TXAR0017,20210801,WESF,0,,,N,0800
US1TXAR0017,20210802,WESF,0,,,N,0800
US1TXAR0017,20210803,WESF,0,,,N,0800
US1TXAR0017,20210804,WESF,0,,,N,0800
US1TXAR0017,20210805,WESF,0,,,N,0800
US1TXAR0017,20210806,WESF,0,,,N,0800
US1TXAR0017,20210807,WESF,0,,,N,0800
US1TXAR0017,20210809,WESF,0,,,N,0800
US1TXAR0017,20210810,WESF,0,,,N,0800
US1TXAR0017,20210811,WESF,0,,,N,0800
US1TXAR0017,20210812,WESF,0,,,N,0800
US1TXAR0017,20210813,WESF,0,,,N,0800
US1TXAR0017,20210901,PRCP,0,,,N,0800
US1TXAR0017,20210902,PRCP,0,,,N,0800
US1TXAR0017,20210903,PRCP,0,,,N,0800
US1TXAR0017,20210904,PRCP,135,,,N,0800
US1TXAR0017,20210905,PRCP,0,,,N,0800
US1TXAR0017,20210906,PRCP,0,,,N,0800
US1TXAR0017,20210907,PRCP,0,,,N,0800
US1TXAR0017,20210908,PRCP,0,,,N,0800
US1TXAR0017,20210909,PRCP,0,,,N,0800
US1TXAR0017,20210910,PRCP,0,,,N,0800
US1TXAR0017,20210911,PRCP,0,,,N,0800
US1TXAR0017,20210912,PRCP,36,,,N,0800
US1TXAR0017,20210913,PRCP,221,,,N,0800
US1TXAR0017,20210914,PRCP,81,,,N,0800
