ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
US1TXAC0003,20120605,PRCP,71,,,N,0800
US1TXAC0003,20120606,PRCP,30,,,N,0800
US1TXAC0003,20120612,PRCP,89,,,N,0800
US1TXAC0003,20120613,PRCP,208,,,N,0800
US1TXAC0003,20120615,PRCP,25,,,N,0800
US1TXAC0003,20120711,PRCP,30,,,N,0800
US1TXAC0003,20120717,PRCP,51,,,N,0800
US1TXAC0003,20120808,PRCP,13,,,N,0600
US1TXAC0003,20120815,PRCP,645,,,N,0800
US1TXAC0003,20120816,PRCP,124,,,N,0900
US1TXAC0003,20120819,PRCP,188,,,N,1020
US1TXAC0003,20120821,PRCP,124,,,N,0825
US1TXAC0003,20120822,PRCP,124,,,N,0835
US1TXAC0003,20120908,PRCP,30,,,N,0920
US1TXAC0003,20120913,PRCP,559,,,N,0830
US1TXAC0003,20120914,PRCP,188,,,N,1000
US1TXAC0003,20120916,PRCP,30,,,N,0840
US1TXAC0003,20120918,PRCP,0,,,N,0800
US1TXAC0003,20120919,PRCP,0,,,N,0800
US1TXAC0003,20120920,PRCP,0,,,N,0830
US1TXAC0003,20120921,PRCP,0,,,N,0815
US1TXAC0003,20120926,PRCP,107,,,N,0800
US1TXAC0003,20120927,PRCP,8,,,N,0840
US1TXAC0003,20120928,PRCP,5,,,N,0830
US1TXAC0003,20120929,PRCP,109,,,N,0800
US1TXAC0003,20120930,PRCP,409,,,N,1000
US1TXAC0003,20120918,SNOW,0,,,N,0800
US1TXAC0003,20120919,SNOW,0,,,N,0800
US1TXAC0003,20120920,SNOW,0,,,N,0830
US1TXAC0003,20120921,SNOW,0,,,N,0815
US1TXAC0003,20121001,PRCP,0,,,N,0800
US1TXAC0003,20121002,PRCP,13,,,N,0730
US1TXAC0003,20121003,PRCP,0,,,N,0815
US1TXAC0003,20121004,PRCP,0,,,N,0800
US1TXAC0003,20121005,PRCP,0,,,N,0800
US1TXAC0003,20121006,PRCP,0,,,N,1100
US1TXAC0003,20121007,PRCP,0,,,N,0915
US1TXAC0003,20121008,PRCP,0,,,N,0750
US1TXAC0003,20121009,PRCP,0,,,N,0730
US1TXAC0003,20121010,PRCP,0,,,N,0730
US1TXAC0003,20121011,PRCP,3,,,N,0730
US1TXAC0003,20121014,PRCP,287,,,N,0915
US1TXAC0003,20121016,PRCP,0,,,N,0800
US1TXAC0003,20121018,PRCP,0,,,N,0730
US1TXAC0003,20121019,PRCP,0,,,N,0845
US1TXAC0003,20121022,PRCP,0,,,N,0715
US1TXAC0003,20121023,PRCP,61,,,N,0800
US1TXAC0003,20121024,PRCP,0,,,N,0800
US1TXAC0003,20121025,PRCP,0,,,N,0730
US1TXAC0003,20121026,PRCP,0,,,N,0750
US1TXAC0003,20121027,PRCP,0,,,N,1000
US1TXAC0003,20121028,PRCP,0,,,N,0920
US1TXAC0003,20121029,PRCP,0,,,N,0700
US1TXAC0003,20121030,PRCP,0,,,N,0730
US1TXAC0003,20121031,PRCP,0,,,N,0800
US1TXAC0003,20121001,SNOW,0,,,N,0800
US1TXAC0003,20121003,SNOW,0,,,N,0815
US1TXAC0003,20121004,SNOW,0,,,N,0800
US1TXAC0003,20121005,SNOW,0,,,N,0800
US1TXAC0003,20121006,SNOW,0,,,N,1100
US1TXAC0003,20121007,SNOW,0,,,N,0915
US1TXAC0003,20121008,SNOW,0,,,N,0750
US1TXAC0003,20121009,SNOW,0,,,N,0730
US1TXAC0003,20121010,SNOW,0,,,N,0730
US1TXAC0003,20121016,SNOW,0,,,N,0800
US1TXAC0003,20121018,SNOW,0,,,N,0730
US1TXAC0003,20121019,SNOW,0,,,N,0845
US1TXAC0003,20121022,SNOW,0,,,N,0715
US1TXAC0003,20121024,SNOW,0,,,N,0800
US1TXAC0003,20121025,SNOW,0,,,N,0730
US1TXAC0003,20121026,SNOW,0,,,N,0750
US1TXAC0003,20121027,SNOW,0,,,N,1000
US1TXAC0003,20121028,SNOW,0,,,N,0920
US1TXAC0003,20121029,SNOW,0,,,N,0700
US1TXAC0003,20121030,SNOW,0,,,N,0730
US1TXAC0003,20121031,SNOW,0,,,N,0800
US1TXAC0003,20121101,PRCP,0,,,N,0750
US1TXAC0003,20121102,PRCP,0,,,N,0630
US1TXAC0003,20121105,PRCP,0,,,N,0600
US1TXAC0003,20121106,PRCP,0,,,N,0600
US1TXAC0003,20121107,PRCP,0,,,N,0600
US1TXAC0003,20121108,PRCP,0,,,N,0700
US1TXAC0003,20121109,PRCP,0,,,N,0700
US1TXAC0003,20121110,PRCP,0,,,N,0850
US1TXAC0003,20121111,PRCP,20,,,N,0920
US1TXAC0003,20121112,PRCP,0,,,N,0700
US1TXAC0003,20121113,PRCP,0,,,N,0900
US1TXAC0003,20121114,PRCP,0,,,N,0900
US1TXAC0003,20121115,PRCP,0,,,N,0700
US1TXAC0003,20121116,PRCP,0,,,N,0600
US1TXAC0003,20121117,PRCP,0,,,N,0800
US1TXAC0003,20121118,PRCP,0,,,N,1030
US1TXAC0003,20121119,PRCP,0,,,N,0645
US1TXAC0003,20121121,PRCP,0,,,N,0800
US1TXAC0003,20121126,PRCP,0,,,N,0740
US1TXAC0003,20121127,PRCP,0,,,N,0645
US1TXAC0003,20121128,PRCP,0,,,N,0830
US1TXAC0003,20121129,PRCP,0,,,N,0700
US1TXAC0003,20121130,PRCP,0,,,N,0700
US1TXAC0003,20121101,SNOW,0,,,N,0750
US1TXAC0003,20121102,SNOW,0,,,N,0630
US1TXAC0003,20121105,SNOW,0,,,N,0600
US1TXAC0003,20121106,SNOW,0,,,N,0600
US1TXAC0003,20121107,SNOW,0,,,N,0600
US1TXAC0003,20121108,SNOW,0,,,N,0700
US1TXAC0003,20121109,SNOW,0,,,N,0700
US1TXAC0003,20121110,SNOW,0,,,N,0850
US1TXAC0003,20121112,SNOW,0,,,N,0700
US1TXAC0003,20121113,SNOW,0,,,N,0900
US1TXAC0003,20121114,SNOW,0,,,N,0900
US1TXAC0003,20121115,SNOW,0,,,N,0700
US1TXAC0003,20121116,SNOW,0,,,N,0600
US1TXAC0003,20121117,SNOW,0,,,N,0800
US1TXAC0003,20121118,SNOW,0,,,N,1030
US1TXAC0003,20121119,SNOW,0,,,N,0645
US1TXAC0003,20121121,SNOW,0,,,N,0800
US1TXAC0003,20121126,SNOW,0,,,N,0740
US1TXAC0003,20121127,SNOW,0,,,N,0645
US1TXAC0003,20121128,SNOW,0,,,N,0830
US1TXAC0003,20121129,SNOW,0,,,N,0700
US1TXAC0003,20121130,SNOW,0,,,N,0700
US1TXAC0003,20121203,PRCP,0,,,N,0800
US1TXAC0003,20121204,PRCP,0,,,N,0745
US1TXAC0003,20121205,PRCP,0,,,N,0530
US1TXAC0003,20121206,PRCP,0,,,N,0700
US1TXAC0003,20121207,PRCP,0,,,N,0645
US1TXAC0003,20121208,PRCP,0,,,N,1000
US1TXAC0003,20121209,PRCP,0,,,N,0940
US1TXAC0003,20121210,PRCP,0,,,N,0945
US1TXAC0003,20121211,PRCP,13,,,N,0915
US1TXAC0003,20121212,PRCP,0,,,N,0900
US1TXAC0003,20121217,PRCP,0,,,N,0930
US1TXAC0003,20121218,PRCP,0,,,N,0750
US1TXAC0003,20121219,PRCP,0,,,N,0840
US1TXAC0003,20121220,PRCP,0,,,N,0800
US1TXAC0003,20121221,PRCP,0,,,N,0740
US1TXAC0003,20121222,PRCP,0,,,N,0630
US1TXAC0003,20121227,PRCP,0,,,N,0800
US1TXAC0003,20121228,PRCP,91,,,N,1000
US1TXAC0003,20121230,PRCP,0,,,N,1000
US1TXAC0003,20121231,PRCP,38,,,N,0915
US1TXAC0003,20121203,SNOW,0,,,N,0800
US1TXAC0003,20121204,SNOW,0,,,N,0745
US1TXAC0003,20121205,SNOW,0,,,N,0530
US1TXAC0003,20121206,SNOW,0,,,N,0700
US1TXAC0003,20121207,SNOW,0,,,N,0645
US1TXAC0003,20121208,SNOW,0,,,N,1000
US1TXAC0003,20121209,SNOW,0,,,N,0940
US1TXAC0003,20121210,SNOW,0,,,N,0945
US1TXAC0003,20121212,SNOW,0,,,N,0900
US1TXAC0003,20121217,SNOW,0,,,N,0930
US1TXAC0003,20121218,SNOW,0,,,N,0750
US1TXAC0003,20121219,SNOW,0,,,N,0840
US1TXAC0003,20121220,SNOW,0,,,N,0800
US1TXAC0003,20121221,SNOW,0,,,N,0740
US1TXAC0003,20121222,SNOW,0,,,N,0630
US1TXAC0003,20121227,SNOW,0,,,N,0800
US1TXAC0003,20121230,SNOW,0,,,N,1000
US1TXAC0003,20121210,SNWD,25,,,N,0945
US1TXAC0003,20130102,PRCP,0,,,N,0645
US1TXAC0003,20130103,PRCP,0,,,N,0700
US1TXAC0003,20130104,PRCP,0,,,N,0740
US1TXAC0003,20130105,PRCP,5,,,N,0600
US1TXAC0003,20130106,PRCP,0,,,N,0900
US1TXAC0003,20130107,PRCP,0,,,N,0830
US1TXAC0003,20130109,PRCP,18,,,N,0715
US1TXAC0003,20130110,PRCP,127,,,N,0720
US1TXAC0003,20130111,PRCP,0,,,N,0630
US1TXAC0003,20130112,PRCP,0,,,N,0615
US1TXAC0003,20130113,PRCP,0,,,N,0930
US1TXAC0003,20130114,PRCP,0,,,N,0840
US1TXAC0003,20130115,PRCP,0,,,N,0740
US1TXAC0003,20130116,PRCP,0,,,N,0750
US1TXAC0003,20130117,PRCP,0,,,N,0740
US1TXAC0003,20130118,PRCP,0,,,N,0615
US1TXAC0003,20130119,PRCP,0,,,N,0740
US1TXAC0003,20130120,PRCP,0,,,N,1000
US1TXAC0003,20130121,PRCP,0,,,N,0900
US1TXAC0003,20130122,PRCP,0,,,N,0800
US1TXAC0003,20130124,PRCP,0,,,N,0750
US1TXAC0003,20130125,PRCP,0,,,N,0600
US1TXAC0003,20130126,PRCP,0,,,N,0800
US1TXAC0003,20130128,PRCP,0,,,N,0800
US1TXAC0003,20130130,PRCP,61,,,N,0750
US1TXAC0003,20130131,PRCP,0,,,N,0800
US1TXAC0003,20130102,SNOW,0,,,N,0645
US1TXAC0003,20130103,SNOW,0,,,N,0700
US1TXAC0003,20130104,SNOW,0,,,N,0740
US1TXAC0003,20130106,SNOW,0,,,N,0900
US1TXAC0003,20130107,SNOW,0,,,N,0830
US1TXAC0003,20130111,SNOW,0,,,N,0630
US1TXAC0003,20130112,SNOW,0,,,N,0615
US1TXAC0003,20130113,SNOW,0,,,N,0930
US1TXAC0003,20130114,SNOW,0,,,N,0840
US1TXAC0003,20130115,SNOW,0,,,N,0740
US1TXAC0003,20130116,SNOW,0,,,N,0750
US1TXAC0003,20130117,SNOW,0,,,N,0740
US1TXAC0003,20130118,SNOW,0,,,N,0615
US1TXAC0003,20130119,SNOW,0,,,N,0740
US1TXAC0003,20130120,SNOW,0,,,N,1000
US1TXAC0003,20130121,SNOW,0,,,N,0900
US1TXAC0003,20130122,SNOW,0,,,N,0800
US1TXAC0003,20130124,SNOW,0,,,N,0750
US1TXAC0003,20130125,SNOW,0,,,N,0600
US1TXAC0003,20130126,SNOW,0,,,N,0800
US1TXAC0003,20130128,SNOW,0,,,N,0800
US1TXAC0003,20130131,SNOW,0,,,N,0800
US1TXAC0003,20130201,PRCP,0,,,N,0730
US1TXAC0003,20130202,PRCP,0,,,N,0730
US1TXAC0003,20130203,PRCP,0,,,N,0830
US1TXAC0003,20130204,PRCP,0,,,N,0800
US1TXAC0003,20130205,PRCP,0,,,N,0730
US1TXAC0003,20130206,PRCP,0,,,N,0720
US1TXAC0003,20130207,PRCP,5,,,N,0800
US1TXAC0003,20130208,PRCP,0,,,N,0840
US1TXAC0003,20130209,PRCP,0,,,N,0930
US1TXAC0003,20130210,PRCP,13,,,N,0930
US1TXAC0003,20130211,PRCP,0,,,N,0715
US1TXAC0003,20130212,PRCP,114,,,N,0830
US1TXAC0003,20130213,PRCP,25,,,N,0700
US1TXAC0003,20130214,PRCP,0,,,N,0630
US1TXAC0003,20130215,PRCP,0,,,N,0800
US1TXAC0003,20130218,PRCP,0,,,N,0700
US1TXAC0003,20130219,PRCP,0,,,N,0715
US1TXAC0003,20130220,PRCP,119,,,N,0900
US1TXAC0003,20130221,PRCP,142,,,N,0840
US1TXAC0003,20130222,PRCP,0,,,N,0900
US1TXAC0003,20130223,PRCP,0,,,N,1000
US1TXAC0003,20130224,PRCP,0,,,N,0930
US1TXAC0003,20130225,PRCP,23,,,N,1000
US1TXAC0003,20130226,PRCP,33,,,N,0800
US1TXAC0003,20130227,PRCP,0,,,N,0730
US1TXAC0003,20130228,PRCP,0,,,N,0715
US1TXAC0003,20130201,SNOW,0,,,N,0730
US1TXAC0003,20130202,SNOW,0,,,N,0730
US1TXAC0003,20130203,SNOW,0,,,N,0830
US1TXAC0003,20130204,SNOW,0,,,N,0800
US1TXAC0003,20130205,SNOW,0,,,N,0730
US1TXAC0003,20130206,SNOW,0,,,N,0720
US1TXAC0003,20130208,SNOW,0,,,N,0840
US1TXAC0003,20130209,SNOW,0,,,N,0930
US1TXAC0003,20130211,SNOW,0,,,N,0715
US1TXAC0003,20130214,SNOW,0,,,N,0630
US1TXAC0003,20130215,SNOW,0,,,N,0800
US1TXAC0003,20130218,SNOW,0,,,N,0700
US1TXAC0003,20130219,SNOW,0,,,N,0715
US1TXAC0003,20130222,SNOW,0,,,N,0900
US1TXAC0003,20130223,SNOW,0,,,N,1000
US1TXAC0003,20130224,SNOW,0,,,N,0930
US1TXAC0003,20130227,SNOW,0,,,N,0730
US1TXAC0003,20130228,SNOW,0,,,N,0715
US1TXAC0003,20130301,PRCP,0,,,N,0730
US1TXAC0003,20130303,PRCP,0,,,N,0900
US1TXAC0003,20130304,PRCP,0,,,N,0800
US1TXAC0003,20130305,PRCP,0,,,N,0800
US1TXAC0003,20130306,PRCP,0,,,N,0830
US1TXAC0003,20130307,PRCP,0,,,N,0900
US1TXAC0003,20130308,PRCP,0,,,N,0900
US1TXAC0003,20130310,PRCP,30,,,N,1100
US1TXAC0003,20130311,PRCP,0,,,N,0745
US1TXAC0003,20130312,PRCP,0,,,N,0915
US1TXAC0003,20130313,PRCP,0,,,N,0800
US1TXAC0003,20130314,PRCP,0,,,N,0830
US1TXAC0003,20130315,PRCP,0,,,N,0900
US1TXAC0003,20130316,PRCP,0,,,N,0600
US1TXAC0003,20130317,PRCP,0,,,N,1000
US1TXAC0003,20130318,PRCP,0,,,N,0800
US1TXAC0003,20130319,PRCP,0,,,N,0745
US1TXAC0003,20130320,PRCP,0,,,N,0800
US1TXAC0003,20130321,PRCP,0,,,N,0800
US1TXAC0003,20130322,PRCP,0,,,N,1030
US1TXAC0003,20130323,PRCP,33,,,N,1130
US1TXAC0003,20130325,PRCP,0,,,N,0830
US1TXAC0003,20130326,PRCP,0,,,N,0845
US1TXAC0003,20130327,PRCP,0,,,N,0720
US1TXAC0003,20130328,PRCP,0,,,N,0715
US1TXAC0003,20130329,PRCP,0,,,N,0830
US1TXAC0003,20130330,PRCP,91,,,N,0700
US1TXAC0003,20130331,PRCP,0,,,N,0800
US1TXAC0003,20130301,SNOW,0,,,N,0730
US1TXAC0003,20130303,SNOW,0,,,N,0900
US1TXAC0003,20130304,SNOW,0,,,N,0800
US1TXAC0003,20130305,SNOW,0,,,N,0800
US1TXAC0003,20130306,SNOW,0,,,N,0830
US1TXAC0003,20130307,SNOW,0,,,N,0900
US1TXAC0003,20130308,SNOW,0,,,N,0900
US1TXAC0003,20130311,SNOW,0,,,N,0745
US1TXAC0003,20130312,SNOW,0,,,N,0915
US1TXAC0003,20130313,SNOW,0,,,N,0800
US1TXAC0003,20130314,SNOW,0,,,N,0830
US1TXAC0003,20130315,SNOW,0,,,N,0900
US1TXAC0003,20130316,SNOW,0,,,N,0600
US1TXAC0003,20130317,SNOW,0,,,N,1000
US1TXAC0003,20130318,SNOW,0,,,N,0800
US1TXAC0003,20130319,SNOW,0,,,N,0745
US1TXAC0003,20130320,SNOW,0,,,N,0800
US1TXAC0003,20130321,SNOW,0,,,N,0800
US1TXAC0003,20130322,SNOW,0,,,N,1030
US1TXAC0003,20130325,SNOW,0,,,N,0830
US1TXAC0003,20130326,SNOW,0,,,N,0845
US1TXAC0003,20130327,SNOW,0,,,N,0720
