ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
US1TXAN0011,20211027,PRCP,244,,,N,1100
US1TXAN0011,20211028,PRCP,0,,,N,1000
US1TXAN0011,20211029,PRCP,0,,,N,0700
US1TXAN0011,20211030,PRCP,0,,,N,0600
US1TXAN0011,20211031,PRCP,0,,,N,0900
US1TXAN0011,20211028,SNOW,0,,,N,1000
US1TXAN0011,20211029,SNOW,0,,,N,0700
US1TXAN0011,20211030,SNOW,0,,,N,0600
US1TXAN0011,20211031,SNOW,0,,,N,0900
US1TXAN0011,20211101,PRCP,0,,,N,0700
US1TXAN0011,20211102,PRCP,0,,,N,0800
US1TXAN0011,20211103,PRCP,0,,,N,0700
US1TXAN0011,20211104,PRCP,86,,,N,1000
US1TXAN0011,20211105,PRCP,0,,,N,1000
US1TXAN0011,20211106,PRCP,0,,,N,1000
US1TXAN0011,20211107,PRCP,0,,,N,0800
US1TXAN0011,20211108,PRCP,0,,,N,0800
US1TXAN0011,20211109,PRCP,0,,,N,0900
US1TXAN0011,20211110,PRCP,0,,,N,0600
US1TXAN0011,20211111,PRCP,249,,,N,0500
US1TXAN0011,20211112,PRCP,0,,,N,1000
US1TXAN0011,20211113,PRCP,0,,,N,0600
US1TXAN0011,20211114,PRCP,0,,,N,0600
US1TXAN0011,20211115,PRCP,0,,,N,0700
US1TXAN0011,20211116,PRCP,0,,,N,0600
US1TXAN0011,20211117,PRCP,0,,,N,0700
US1TXAN0011,20211118,PRCP,0,,,N,0700
US1TXAN0011,20211119,PRCP,0,,,N,0700
US1TXAN0011,20211120,PRCP,0,,,N,0600
US1TXAN0011,20211121,PRCP,0,,,N,1000
US1TXAN0011,20211122,PRCP,0,,,N,0800
US1TXAN0011,20211123,PRCP,0,,,N,0700
US1TXAN0011,20211124,PRCP,0,,,N,0900
US1TXAN0011,20211125,PRCP,234,,,N,0700
US1TXAN0011,20211126,PRCP,0,,,N,0900
US1TXAN0011,20211127,PRCP,0,,,N,0900
US1TXAN0011,20211128,PRCP,0,,,N,0700
US1TXAN0011,20211129,PRCP,0,,,N,0600
US1TXAN0011,20211130,PRCP,0,,,N,0600
US1TXAN0011,20211101,SNOW,0,,,N,0700
US1TXAN0011,20211102,SNOW,0,,,N,0800
US1TXAN0011,20211103,SNOW,0,,,N,0700
US1TXAN0011,20211105,SNOW,0,,,N,1000
US1TXAN0011,20211106,SNOW,0,,,N,1000
US1TXAN0011,20211107,SNOW,0,,,N,0800
US1TXAN0011,20211108,SNOW,0,,,N,0800
US1TXAN0011,20211109,SNOW,0,,,N,0900
US1TXAN0011,20211110,SNOW,0,,,N,0600
US1TXAN0011,20211112,SNOW,0,,,N,1000
